101,101,x
0,0,u
0,1,u
0,2,u
0,3,u
0,4,b
0,5,u
0,6,u
0,7,u
0,8,u
0,9,u
0,10,u
0,11,u
0,12,u
0,13,u
0,14,u
0,15,u
0,16,u
0,17,u
0,18,u
0,19,b
0,20,u
0,21,u
0,22,b
0,23,u
0,24,u
0,25,u
0,26,b
0,27,b
0,28,u
0,29,u
0,30,u
0,31,u
0,32,u
0,33,u
0,34,u
0,35,u
0,36,u
0,37,u
0,38,u
0,39,b
0,40,u
0,41,u
0,42,u
0,43,u
0,44,u
0,45,b
0,46,b
0,47,u
0,48,u
0,49,u
0,50,u
0,51,b
0,52,u
0,53,b
0,54,b
0,55,u
0,56,u
0,57,u
0,58,u
0,59,u
0,60,u
0,61,u
0,62,u
0,63,u
0,64,b
0,65,u
0,66,u
0,67,u
0,68,b
0,69,u
0,70,u
0,71,u
0,72,u
0,73,u
0,74,b
0,75,b
0,76,b
0,77,u
0,78,u
0,79,u
0,80,b
0,81,b
0,82,b
0,83,u
0,84,u
0,85,u
0,86,u
0,87,u
0,88,u
0,89,u
0,90,u
0,91,u
0,92,b
0,93,u
0,94,b
0,95,u
0,96,u
0,97,b
0,98,u
0,99,u
0,100,u
1,0,u
1,1,b
1,2,u
1,3,b
1,4,u
1,5,u
1,6,u
1,7,u
1,8,b
1,9,u
1,10,u
1,11,u
1,12,u
1,13,u
1,14,u
1,15,u
1,16,u
1,17,u
1,18,b
1,19,b
1,20,u
1,21,b
1,22,u
1,23,b
1,24,u
1,25,u
1,26,u
1,27,b
1,28,b
1,29,u
1,30,b
1,31,u
1,32,u
1,33,u
1,34,b
1,35,u
1,36,u
1,37,u
1,38,b
1,39,b
1,40,u
1,41,u
1,42,u
1,43,u
1,44,b
1,45,u
1,46,u
1,47,u
1,48,b
1,49,u
1,50,u
1,51,u
1,52,b
1,53,b
1,54,u
1,55,b
1,56,u
1,57,u
1,58,u
1,59,u
1,60,u
1,61,u
1,62,b
1,63,b
1,64,u
1,65,u
1,66,u
1,67,b
1,68,u
1,69,u
1,70,u
1,71,b
1,72,u
1,73,u
1,74,u
1,75,b
1,76,u
1,77,u
1,78,u
1,79,u
1,80,b
1,81,u
1,82,u
1,83,u
1,84,b
1,85,u
1,86,b
1,87,u
1,88,b
1,89,u
1,90,b
1,91,u
1,92,u
